day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-1,Vecc_Only_mm16,18126.0,1.0,11.8126,0.2605,0.2695,1.4541,-0.0243,-0.2014,0.0,0.9482,249.1119,0.0
2024-07-2,Vecc_Only_mm16,18126.0,1.0,14.8565,0.2048,0.2283,1.6022,-0.0299,-0.2392,0.0,1.1588,253.9505,0.0
2024-07-3,Vecc_Only_mm16,18126.0,1.0,12.793,0.1851,0.1919,1.4034,-0.0673,-0.251,0.0,1.1454,253.9419,0.0
2024-07-4,Vecc_Only_mm16,18126.0,1.0,12.4523,0.1978,0.2323,1.7592,0.0138,-0.1576,0.0,1.0736,268.4638,0.0
2024-07-5,Vecc_Only_mm16,18126.0,1.0,13.3756,0.19,0.2065,1.4451,0.0488,-0.2055,0.0,1.1463,253.9393,0.0
2024-07-6,Vecc_Only_mm16,18126.0,1.0,13.9713,0.2225,0.2319,1.4924,0.0294,-0.2898,0.0,1.1041,244.3251,0.0
2024-07-7,Vecc_Only_mm16,18126.0,1.0,15.2056,0.2377,0.2902,1.7234,0.0061,-0.3597,0.0,1.0835,249.1698,0.0
2024-07-8,Vecc_Only_mm16,18126.0,1.0,14.7837,0.2668,0.238,1.3821,-0.0389,-0.3379,0.0,1.0764,258.8477,0.0
2024-07-9,Vecc_Only_mm16,18126.0,1.0,7.8632,0.1759,0.1837,1.0497,0.0287,-0.2806,0.1735,0.9748,181.7087,0.0
2024-07-10,Vecc_Only_mm16,18126.0,1.0,5.454,0.1851,0.1925,0.9841,-0.0031,-0.0384,0.0,0.7215,249.1753,0.0
2024-07-11,Vecc_Only_mm16,18126.0,1.0,6.6381,0.2434,0.2435,1.1391,-0.0076,-0.0462,0.0,0.6998,253.9233,0.0
2024-07-12,Vecc_Only_mm16,18126.0,1.0,9.8188,0.2318,0.2519,1.4464,-0.0017,0.005,0.0,0.8997,263.6348,0.0
2024-07-13,Vecc_Only_mm16,18126.0,1.0,10.0965,0.3101,0.3089,1.3474,-0.0129,0.0003,0.0,0.7951,263.522,0.0
2024-07-14,Vecc_Only_mm16,18126.0,1.0,8.214,0.2263,0.2479,1.3939,0.0017,-0.0228,0.0,0.8206,273.2334,0.0
2024-07-15,Vecc_Only_mm16,18126.0,1.0,9.9037,0.2187,0.2426,1.5731,-0.0021,0.0001,0.0,0.925,258.6539,0.0
2024-07-16,Vecc_Only_mm16,18126.0,1.0,10.0282,0.2201,0.2419,1.2873,-0.02,-0.0031,0.0,0.9337,253.7967,0.0
2024-07-17,Vecc_Only_mm16,18126.0,1.0,7.5728,0.1606,0.1662,1.3558,-0.0008,0.0039,0.0,0.9429,287.5841,0.0
2024-07-18,Vecc_Only_mm16,18126.0,1.0,8.7457,0.1997,0.201,1.2479,0.0066,-0.0042,0.0,0.9259,263.4741,0.0
2024-07-19,Vecc_Only_mm16,18126.0,1.0,8.5747,0.1943,0.2173,1.3036,-0.0017,-0.0136,0.0,0.9085,258.6466,0.0
2024-07-20,Vecc_Only_mm16,18126.0,1.0,8.8731,0.1881,0.2022,0.9892,0.0068,-0.0308,0.0,0.9514,258.6866,0.0
2024-07-21,Vecc_Only_mm16,18126.0,1.0,6.6295,0.165,0.1725,0.7518,0.0057,-0.2209,0.0,0.8721,248.9888,0.0
2024-07-22,Vecc_Only_mm16,18126.0,1.0,9.512,0.1875,0.2068,0.8026,0.0126,-0.0592,0.0,0.9845,249.0281,0.0
2024-07-23,Vecc_Only_mm16,18126.0,1.0,8.7881,0.18,0.1827,1.1211,0.0014,-0.0507,0.0,0.9753,253.8386,0.0
2024-07-24,Vecc_Only_mm16,18126.0,1.0,7.3508,0.1769,0.2276,0.937,-0.0463,-0.0418,0.0,0.8502,263.5507,0.0
2024-07-25,Vecc_Only_mm16,18126.0,1.0,10.5793,0.1986,0.2921,1.0436,-0.0142,-0.0533,0.0,0.948,263.5274,0.0
2024-07-26,Vecc_Only_mm16,18126.0,1.0,9.5892,0.147,0.182,0.9519,0.0092,-0.0324,0.0,1.0736,249.0379,0.0
2024-07-27,Vecc_Only_mm16,18126.0,1.0,7.1615,0.1436,0.1891,1.4222,0.0027,-0.0049,0.0,0.9171,316.5163,0.0
2024-07-28,Vecc_Only_mm16,18126.0,1.0,7.9939,0.1723,0.2061,1.6411,0.0048,-0.0013,0.0,0.908,306.8718,0.0
2024-07-29,Vecc_Only_mm16,18126.0,1.0,9.0874,0.1885,0.2286,2.7648,0.0021,-0.0101,0.0,0.9057,350.2872,0.0
2024-07-30,Vecc_Only_mm16,18126.0,1.0,6.0041,0.1261,0.1454,1.9702,-0.0005,-0.0098,0.2268,0.9508,239.3587,0.0
2024-07-31,Vecc_Only_mm16,18126.0,1.0,7.1189,0.1765,0.1821,1.8688,0.0028,-0.0076,0.5413,1.0083,234.5416,0.0
